date,sport,sub_sport,vo2_max,max_met
2024-05-03,,,37.0,10.639297485351562
2024-05-03,,,37.0,10.631149291992188
2024-05-03,,,37.0,10.623123168945312
2024-05-03,,,37.0,10.615203857421875
2024-05-03,,,37.0,10.607406616210938
2024-05-03,,,37.0,10.599716186523438
2024-05-03,,,37.0,10.592147827148438
2024-05-03,,,37.0,10.584686279296875
2024-05-03,,,37.0,10.57733154296875
2024-05-03,,,37.0,10.570083618164062
2024-05-03,,,37.0,10.562942504882812
2024-05-03,,,37.0,10.555908203125
2024-05-03,,,37.0,10.5489501953125
2024-05-03,,,37.0,10.5421142578125
2024-05-03,,,37.0,10.535369873046875
2024-05-03,,,37.0,10.52874755859375
2024-05-03,,,37.0,10.522171020507812
2024-05-03,,,37.0,10.51568603515625
2024-05-03,,,37.0,10.509307861328125
2024-05-04,,,37.0,10.503005981445312
2024-05-04,,,37.0,10.496856689453125
2024-05-04,,,37.0,10.490798950195312
2024-05-04,,,37.0,10.481491088867188
2024-05-06,,,37.0,10.477615356445312
2024-05-07,,,37.0,10.469314575195312
2024-05-07,,,37.0,10.46112060546875
2024-05-07,,,37.0,10.453033447265625
2024-05-07,,,37.0,10.445083618164062
2024-05-07,,,37.0,10.437240600585938
2024-05-07,,,37.0,10.42999267578125
2024-05-07,,,36.0,10.422760009765625
2024-05-14,,,36.0,10.4146728515625
2025-04-01,WALKING,GENERIC,36.0,10.228118896484375
2025-04-02,WALKING,GENERIC,30.0,8.654144287109375
2025-04-07,WALKING,GENERIC,30.0,8.479782104492188
2025-04-09,WALKING,GENERIC,29.0,8.346725463867188
2025-04-10,WALKING,GENERIC,30.0,8.524810791015625
2025-08-21,WALKING,GENERIC,30.0,8.50506591796875
2025-10-02,WALKING,GENERIC,28.0,8.0875244140625
